client_ref,order_id,duration,deadline,known_difficult,created_on,last_modified_on,created_on_time,deadline_period,order_weekday,order_hours
f1301661a9-d5f422ee7cf3-1602712594952308127,NA,299.5499999999993,1602741419,0,1602712671,1602712671,2020-10-14T21:57:51Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952304416,NA,299.96000000000095,1602741419,0,1602712670,1602712670,2020-10-14T21:57:50Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952300418,NA,300.5699999999997,1602741419,0,1602712669,1602712669,2020-10-14T21:57:49Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952296339,NA,300.09000000000015,1602741419,0,1602712668,1602712668,2020-10-14T21:57:48Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952291797,NA,301.2600000000002,1602741419,0,1602712666,1602712666,2020-10-14T21:57:46Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952287799,NA,300.27000000000044,1602741419,0,1602712665,1602712665,2020-10-14T21:57:45Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952283834,NA,300.2999999999993,1602741419,0,1602712664,1602712664,2020-10-14T21:57:44Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952279144,NA,297.97999999999956,1602741419,0,1602712661,1602712661,2020-10-14T21:57:41Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952274155,NA,286.72000000000116,1602741419,0,1602712655,1602712655,2020-10-14T21:57:35Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952268894,NA,286.71999999999935,1602741419,0,1602712653,1602712653,2020-10-14T21:57:33Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952263962,NA,292.85000000000036,1602741419,0,1602712652,1602712652,2020-10-14T21:57:32Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952259973,NA,300.60000000000036,1602741419,0,1602712651,1602712651,2020-10-14T21:57:31Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952254492,NA,300.8199999999997,1602741419,0,1602712650,1602712650,2020-10-14T21:57:30Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952249843,NA,302.10999999999876,1602741419,0,1602712649,1602712649,2020-10-14T21:57:29Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952245153,NA,297.35000000000036,1602741419,0,1602712648,1602712648,2020-10-14T21:57:28Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952240354,NA,300.9500000000007,1602741419,0,1602712647,1602712647,2020-10-14T21:57:27Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952235669,NA,299.47999999999956,1602741419,0,1602712646,1602712646,2020-10-14T21:57:26Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952230842,NA,297.27000000000044,1602741419,0,1602712645,1602712645,2020-10-14T21:57:25Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952226803,NA,284.40999999999985,1602741419,0,1602712644,1602712644,2020-10-14T21:57:24Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952222344,NA,300.3199999999997,1602741419,0,1602712643,1602712643,2020-10-14T21:57:23Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952212412,NA,299.4200000000001,1602741419,0,1602712642,1602712642,2020-10-14T21:57:22Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952207711,NA,300.59000000000015,1602741419,0,1602712640,1602712640,2020-10-14T21:57:20Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952203321,NA,292.96000000000004,1602741419,0,1602712639,1602712639,2020-10-14T21:57:19Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952198930,NA,305.4899999999998,1602741419,0,1602712638,1602712638,2020-10-14T21:57:18Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952194073,NA,306.14999999999964,1602741419,0,1602712637,1602712637,2020-10-14T21:57:17Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952189411,NA,299.34000000000015,1602741419,0,1602712636,1602712636,2020-10-14T21:57:16Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952184056,NA,300.6300000000001,1602741419,0,1602712635,1602712635,2020-10-14T21:57:15Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952178472,NA,299.97000000000025,1602741419,0,1602712634,1602712634,2020-10-14T21:57:14Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952174030,NA,300.96000000000004,1602741419,0,1602712633,1602712633,2020-10-14T21:57:13Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952168817,NA,298.5899999999997,1602741419,0,1602712632,1602712632,2020-10-14T21:57:12Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952164004,NA,299.8600000000001,1602741419,0,1602712631,1602712631,2020-10-14T21:57:11Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952155747,NA,313.5500000000002,1602741419,0,1602712630,1602712630,2020-10-14T21:57:10Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952149974,NA,295.90999999999985,1602741419,0,1602712629,1602712629,2020-10-14T21:57:09Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952143912,NA,309.8199999999997,1602741419,0,1602712628,1602712628,2020-10-14T21:57:08Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952138135,NA,304.6100000000001,1602741419,0,1602712627,1602712627,2020-10-14T21:57:07Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952133299,NA,309.7900000000002,1602741419,0,1602712626,1602712626,2020-10-14T21:57:06Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952093690,NA,304.6099999999999,1602741419,0,1602712625,1602712625,2020-10-14T21:57:05Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952087997,NA,309.78999999999996,1602741419,0,1602712624,1602712624,2020-10-14T21:57:04Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952083155,NA,292.46000000000004,1602741419,0,1602712623,1602712623,2020-10-14T21:57:03Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952078724,NA,298.84000000000003,1602741419,0,1602712622,1602712622,2020-10-14T21:57:02Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952073315,NA,307.455,1602741419,0,1602712621,1602712621,2020-10-14T21:57:01Z,8,Wed,21
f1301661a9-d5f422ee7cf3-1602712594952061482,NA,296.205,1602741419,0,1602712620,1602712620,2020-10-14T21:57:00Z,8,Wed,21
cda39fd3ff-5741352b-1602710346903967544,NA,299.27999999999975,1602767996,0,1602710399,1602710399,2020-10-14T21:19:59Z,16,Wed,21
cda39fd3ff-5741352b-1602710345921606087,NA,301.1700000000001,1602767995,0,1602710399,1602710399,2020-10-14T21:19:59Z,16,Wed,21
cda39fd3ff-5741352b-1602710345650966444,NA,298.52,1602767993,0,1602710397,1602710397,2020-10-14T21:19:57Z,16,Wed,21
cda39fd3ff-5741352b-1602710257098366051,NA,301,1602767937,0,1602710340,1602710340,2020-10-14T21:19:00Z,16,Wed,21
cda39fd3ff-5741352b-1602710256635308559,NA,301.75999999999976,1602767937,0,1602710339,1602710339,2020-10-14T21:18:59Z,16,Wed,21
cda39fd3ff-5741352b-1602710256874359615,NA,299.84000000000015,1602767937,0,1602710339,1602710339,2020-10-14T21:18:59Z,16,Wed,21
d89f8c249f-0a35987e-1602710107049846323,NA,297.59000000000015,1602767766,0,1602710168,1602710168,2020-10-14T21:16:08Z,16,Wed,21
cda39fd3ff-5741352b-1602710151618349763,NA,299.33000000000084,1602767752,0,1602710152,1602710152,2020-10-14T21:15:52Z,16,Wed,21
cda39fd3ff-5741352b-1602710111313857290,NA,300.71999999999935,1602767711,0,1602710112,1602710112,2020-10-14T21:15:12Z,16,Wed,21
cda39fd3ff-5741352b-1602710068495816390,NA,301.76999999999975,1602771286,0,1602710087,1602710087,2020-10-14T21:14:47Z,17,Wed,21
cda39fd3ff-5741352b-1602710068055928454,NA,298.03999999999996,1602771268,0,1602710069,1602710069,2020-10-14T21:14:29Z,17,Wed,21
cda39fd3ff-5741352b-1602710041821993483,NA,302.9699999999998,1602771266,0,1602710067,1602710067,2020-10-14T21:14:27Z,17,Wed,21
cda39fd3ff-5741352b-1602710065326806635,NA,299.65000000000055,1602771265,0,1602710066,1602710066,2020-10-14T21:14:26Z,17,Wed,21
d89f8c249f-0a35987e-1602710052783090605,NA,297.1799999999994,1602771253,0,1602710054,1602710054,2020-10-14T21:14:14Z,17,Wed,21
cda39fd3ff-5741352b-1602710022111555378,NA,301.5500000000002,1602771224,0,1602710028,1602710028,2020-10-14T21:13:48Z,17,Wed,21
cda39fd3ff-5741352b-1602710021192007036,NA,147.1800000000003,1602771221,0,1602710022,1602710022,2020-10-14T21:13:42Z,17,Wed,21
cda39fd3ff-5741352b-1602710011258622934,NA,300.5999999999999,1602771213,0,1602710014,1602710014,2020-10-14T21:13:34Z,17,Wed,21
cda39fd3ff-5741352b-1602710009245835811,NA,300.575,1602771210,0,1602710012,1602710012,2020-10-14T21:13:32Z,17,Wed,21
cda39fd3ff-5741352b-1602710009555386231,NA,304.10000000000036,1602771210,0,1602710012,1602710012,2020-10-14T21:13:32Z,17,Wed,21
cda39fd3ff-5741352b-1602710009778040926,NA,299.56999999999994,1602771210,0,1602710012,1602710012,2020-10-14T21:13:32Z,17,Wed,21
cda39fd3ff-5741352b-1602709994085474597,NA,293.36500000000007,1602771198,0,1602709999,1602709999,2020-10-14T21:13:19Z,17,Wed,21
cda39fd3ff-5741352b-1602709990584972776,NA,305.97999999999956,1602771191,0,1602709992,1602709992,2020-10-14T21:13:12Z,17,Wed,21
cda39fd3ff-5741352b-1602709955953293908,NA,302.03999999999996,1602771184,0,1602709985,1602709985,2020-10-14T21:13:05Z,17,Wed,21
cda39fd3ff-5741352b-1602709973437908884,NA,303.7399999999998,1602771183,0,1602709984,1602709984,2020-10-14T21:13:04Z,17,Wed,21
d89f8c249f-0a35987e-1602709983375686381,NA,300.15999999999985,1602771183,0,1602709984,1602709984,2020-10-14T21:13:04Z,17,Wed,21
cda39fd3ff-5741352b-1602709963387166551,NA,299.3599999999997,1602771181,0,1602709983,1602709983,2020-10-14T21:13:03Z,17,Wed,21
d89f8c249f-0a35987e-1602709976199496172,NA,301.0199999999995,1602771176,0,1602709977,1602709977,2020-10-14T21:12:57Z,17,Wed,21
cda39fd3ff-5741352b-1602709964432516170,NA,300.71000000000004,1602771166,0,1602709967,1602709967,2020-10-14T21:12:47Z,17,Wed,21
d89f8c249f-0a35987e-1602709958654565578,NA,302.6300000000001,1602771159,0,1602709960,1602709960,2020-10-14T21:12:40Z,17,Wed,21
cda39fd3ff-5741352b-1602709957718906082,NA,300.10000000000036,1602771158,0,1602709959,1602709959,2020-10-14T21:12:39Z,17,Wed,21
d89f8c249f-0a35987e-1602709893556382979,NA,300.3299999999999,1602771118,0,1602709919,1602709919,2020-10-14T21:11:59Z,17,Wed,21
d89f8c249f-0a35987e-1602709910357308866,NA,310.6199999999999,1602771111,0,1602709911,1602709911,2020-10-14T21:11:51Z,17,Wed,21
d89f8c249f-0a35987e-1602709903103857803,NA,299.2300000000005,1602771103,0,1602709904,1602709904,2020-10-14T21:11:44Z,17,Wed,21
cda39fd3ff-5741352b-1602709898112027001,NA,293.8299999999999,1602771098,0,1602709899,1602709899,2020-10-14T21:11:39Z,17,Wed,21
d89f8c249f-0a35987e-1602709856946002690,NA,305.4899999999998,1602771057,0,1602709858,1602709858,2020-10-14T21:10:58Z,17,Wed,21
d89f8c249f-0a35987e-1602709852775241928,NA,303.7400000000007,1602771053,0,1602709854,1602709854,2020-10-14T21:10:54Z,17,Wed,21
d89f8c249f-0a35987e-1602709847953521605,NA,300.27000000000044,1602771049,0,1602709850,1602709850,2020-10-14T21:10:50Z,17,Wed,21
032af3f429-c45e56dc-1602709751641926595,NA,300.72999999999956,1602770975,0,1602709776,1602709776,2020-10-14T21:09:36Z,17,Wed,21
032af3f429-c45e56dc-1602709751989219522,NA,300.6299999999992,1602770975,0,1602709776,1602709776,2020-10-14T21:09:36Z,17,Wed,21
032af3f429-c45e56dc-1602709679093982693,NA,144.46000000000004,1602770952,0,1602709753,1602709753,2020-10-14T21:09:13Z,17,Wed,21
d89f8c249f-0a35987e-1602709746476042164,NA,298.25999999999976,1602770946,0,1602709750,1602709750,2020-10-14T21:09:10Z,17,Wed,21
d89f8c249f-0a35987e-1602709743561356063,NA,298.8800000000001,1602770943,0,1602709745,1602709745,2020-10-14T21:09:05Z,17,Wed,21
d89f8c249f-0a35987e-1602709677302262258,NA,303.80999999999995,1602770894,0,1602709695,1602709695,2020-10-14T21:08:15Z,17,Wed,21
d89f8c249f-0a35987e-1602709651494396512,NA,299.8700000000001,1602770892,0,1602709693,1602709693,2020-10-14T21:08:13Z,17,Wed,21
032af3f429-c45e56dc-1602709634948625824,NA,300.0500000000002,1602770892,0,1602709693,1602709693,2020-10-14T21:08:13Z,17,Wed,21
032af3f429-c45e56dc-1602709647710741442,NA,303.1999999999998,1602770891,0,1602709692,1602709692,2020-10-14T21:08:12Z,17,Wed,21
d89f8c249f-0a35987e-1602709622387063081,NA,300.2,1602770879,0,1602709680,1602709680,2020-10-14T21:08:00Z,17,Wed,21
032af3f429-c45e56dc-1602709621880363796,NA,299.85000000000036,1602770874,0,1602709676,1602709676,2020-10-14T21:07:56Z,17,Wed,21
032af3f429-c45e56dc-1602709620583849362,NA,297.96000000000004,1602770874,0,1602709675,1602709675,2020-10-14T21:07:55Z,17,Wed,21
032af3f429-c45e56dc-1602709649613128367,NA,301.1700000000001,1602770855,0,1602709657,1602709657,2020-10-14T21:07:37Z,17,Wed,21
032af3f429-c45e56dc-1602709648659954000,NA,306.6200000000008,1602770848,0,1602709652,1602709652,2020-10-14T21:07:32Z,17,Wed,21
d89f8c249f-0a35987e-1602709639429142169,NA,305.3800000000001,1602770850,0,1602709652,1602709652,2020-10-14T21:07:32Z,17,Wed,21
d89f8c249f-0a35987e-1602709503787295794,NA,299.1099999999999,1602770818,0,1602709621,1602709621,2020-10-14T21:07:01Z,17,Wed,21
032af3f429-c45e56dc-1602709512878907011,NA,300.85000000000036,1602770802,0,1602709604,1602709604,2020-10-14T21:06:44Z,17,Wed,21
032af3f429-c45e56dc-1602709590714955900,NA,300.34000000000015,1602770790,0,1602709593,1602709593,2020-10-14T21:06:33Z,17,Wed,21
d89f8c249f-0a35987e-1602709590718949477,NA,300.8299999999999,1602770793,0,1602709593,1602709593,2020-10-14T21:06:33Z,17,Wed,21
032af3f429-c45e56dc-1602709550872318863,NA,304.8599999999997,1602770780,0,1602709581,1602709581,2020-10-14T21:06:21Z,17,Wed,21
032af3f429-c45e56dc-1602709550832294794,NA,301.9000000000001,1602770751,0,1602709552,1602709552,2020-10-14T21:05:52Z,17,Wed,21
d89f8c249f-0a35987e-1602709468052360611,NA,295.99,1602770747,0,1602709549,1602709549,2020-10-14T21:05:49Z,17,Wed,21
032af3f429-c45e56dc-1602709521083588206,NA,301.90000000000055,1602770725,0,1602709528,1602709528,2020-10-14T21:05:28Z,17,Wed,21
032af3f429-c45e56dc-1602709518464128183,NA,300.25,1602770722,0,1602709523,1602709523,2020-10-14T21:05:23Z,17,Wed,21
032af3f429-c45e56dc-1602709498061395002,NA,296.03999999999996,1602770698,0,1602709509,1602709509,2020-10-14T21:05:09Z,17,Wed,21
032af3f429-c45e56dc-1602709482358643507,NA,297.9899999999998,1602770682,0,1602709483,1602709483,2020-10-14T21:04:43Z,17,Wed,21
d89f8c249f-0a35987e-1602709465305471237,NA,301.33000000000004,1602770665,0,1602709466,1602709466,2020-10-14T21:04:26Z,17,Wed,21
d89f8c249f-0a35987e-1602709422699391924,NA,298.97999999999996,1602770623,0,1602709424,1602709424,2020-10-14T21:03:44Z,17,Wed,21
032af3f429-c45e56dc-1602709383800050539,NA,297.8199999999997,1602770622,0,1602709423,1602709423,2020-10-14T21:03:43Z,17,Wed,21
d89f8c249f-0a35987e-1602709416618073599,NA,300.75,1602770617,0,1602709417,1602709417,2020-10-14T21:03:37Z,17,Wed,21
032af3f429-c45e56dc-1602709411786882659,NA,300.3000000000002,1602770612,0,1602709413,1602709413,2020-10-14T21:03:33Z,17,Wed,21
032af3f429-c45e56dc-1602709392071705151,NA,300.80999999999995,1602770610,0,1602709411,1602709411,2020-10-14T21:03:31Z,17,Wed,21
d89f8c249f-0a35987e-1602709405837048378,NA,299.9000000000001,1602770607,0,1602709408,1602709408,2020-10-14T21:03:28Z,17,Wed,21
032af3f429-c45e56dc-1602709366117073993,NA,301.77999999999975,1602770566,0,1602709378,1602709378,2020-10-14T21:02:58Z,17,Wed,21
032af3f429-c45e56dc-1602709283894888979,NA,296.8499999999999,1602770550,0,1602709351,1602709351,2020-10-14T21:02:31Z,17,Wed,21
032af3f429-c45e56dc-1602709309665972679,NA,300.28499999999997,1602770517,0,1602709320,1602709320,2020-10-14T21:02:00Z,17,Wed,21
032af3f429-c45e56dc-1602709300118380283,NA,298.85000000000014,1602770509,0,1602709313,1602709313,2020-10-14T21:01:53Z,17,Wed,21
032af3f429-c45e56dc-1602709275287636554,NA,300.6400000000001,1602770506,0,1602709307,1602709307,2020-10-14T21:01:47Z,17,Wed,21
032af3f429-c45e56dc-1602709262888557516,NA,301.48,1602770463,0,1602709264,1602709264,2020-10-14T21:01:04Z,17,Wed,21
032af3f429-c45e56dc-1602709226757503117,NA,299.775,1602770429,0,1602709230,1602709230,2020-10-14T21:00:30Z,17,Wed,21
7e1588c754-d4c9ad52-1602709052317253690,NA,299.39999999999964,1602770254,0,1602709055,1602709055,2020-10-14T20:57:35Z,17,Wed,20
7e1588c754-d4c9ad52-1602708990839383986,NA,130.0099999999993,1602770248,0,1602709050,1602709050,2020-10-14T20:57:30Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708995163227513,NA,301.03999999999996,1602770249,0,1602709050,1602709050,2020-10-14T20:57:30Z,17,Wed,20
7e1588c754-d4c9ad52-1602709019113123226,NA,298.90999999999985,1602770239,0,1602709040,1602709040,2020-10-14T20:57:20Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602709032784890406,NA,300.60000000000036,1602770237,0,1602709039,1602709039,2020-10-14T20:57:19Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602709001746541200,NA,299.8000000000002,1602770236,0,1602709037,1602709037,2020-10-14T20:57:17Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602709002297411408,NA,304.545,1602770236,0,1602709037,1602709037,2020-10-14T20:57:17Z,17,Wed,20
7e1588c754-d4c9ad52-1602708975762588496,NA,291.96999999999935,1602770233,0,1602709034,1602709034,2020-10-14T20:57:14Z,17,Wed,20
7e1588c754-d4c9ad52-1602709024848699533,NA,300.6200000000008,1602770225,0,1602709026,1602709026,2020-10-14T20:57:06Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708932063532936,NA,297.5799999999999,1602770225,0,1602709026,1602709026,2020-10-14T20:57:06Z,17,Wed,20
7e1588c754-d4c9ad52-1602709009713600533,NA,303.4299999999994,1602770219,0,1602709020,1602709020,2020-10-14T20:57:00Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708958756894522,NA,302.21000000000004,1602770212,0,1602709014,1602709014,2020-10-14T20:56:54Z,17,Wed,20
7e1588c754-d4c9ad52-1602709009008789878,NA,297.50999999999976,1602770210,0,1602709012,1602709012,2020-10-14T20:56:52Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708907924892090,NA,301.96000000000004,1602770206,0,1602709007,1602709007,2020-10-14T20:56:47Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602709005032526222,NA,306.28999999999996,1602770205,0,1602709006,1602709006,2020-10-14T20:56:46Z,17,Wed,20
7e1588c754-d4c9ad52-1602708979093510139,NA,295.8799999999992,1602770194,0,1602708995,1602708995,2020-10-14T20:56:35Z,17,Wed,20
7e1588c754-d4c9ad52-1602708988327998429,NA,300.40000000000055,1602770188,0,1602708989,1602708989,2020-10-14T20:56:29Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708951038284986,NA,306.53999999999996,1602770183,0,1602708984,1602708984,2020-10-14T20:56:24Z,17,Wed,20
7e1588c754-d4c9ad52-1602708981661297140,NA,297.33000000000084,1602770181,0,1602708982,1602708982,2020-10-14T20:56:22Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708972171234804,NA,299.39999999999964,1602770172,0,1602708973,1602708973,2020-10-14T20:56:13Z,17,Wed,20
7e1588c754-d4c9ad52-1602708915529226474,NA,302.27999999999975,1602770170,0,1602708971,1602708971,2020-10-14T20:56:11Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708789518866073,NA,309.3600000000006,1602770160,0,1602708962,1602708962,2020-10-14T20:56:02Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708883776583430,NA,298.2699999999995,1602770161,0,1602708962,1602708962,2020-10-14T20:56:02Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708815104450747,NA,293.0100000000002,1602770148,0,1602708953,1602708953,2020-10-14T20:55:53Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708838989513918,NA,292.72,1602770150,0,1602708951,1602708951,2020-10-14T20:55:51Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708808896626130,NA,301.67999999999984,1602770146,0,1602708951,1602708951,2020-10-14T20:55:51Z,17,Wed,20
7e1588c754-d4c9ad52-1602708882028864279,NA,299.72999999999956,1602770137,0,1602708938,1602708938,2020-10-14T20:55:38Z,17,Wed,20
7e1588c754-d4c9ad52-1602708935285639134,NA,297.8299999999999,1602770135,0,1602708936,1602708936,2020-10-14T20:55:36Z,17,Wed,20
7e1588c754-d4c9ad52-1602708777617967164,NA,300.55000000000007,1602770097,0,1602708899,1602708899,2020-10-14T20:54:59Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708860282665763,NA,303.6099999999997,1602770087,0,1602708888,1602708888,2020-10-14T20:54:48Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708877824251684,NA,298.22999999999956,1602770078,0,1602708878,1602708878,2020-10-14T20:54:38Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708874302917793,NA,314.4500000000007,1602770074,0,1602708875,1602708875,2020-10-14T20:54:35Z,17,Wed,20
7e1588c754-d4c9ad52-1602708855064186042,NA,301.0100000000002,1602770072,0,1602708874,1602708874,2020-10-14T20:54:34Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708763122740912,NA,303.64999999999964,1602770064,0,1602708865,1602708865,2020-10-14T20:54:25Z,17,Wed,20
7e1588c754-d4c9ad52-1602708678583929334,NA,299.30999999999995,1602770055,0,1602708861,1602708861,2020-10-14T20:54:21Z,17,Wed,20
7e1588c754-d4c9ad52-1602708735451613601,NA,300.69000000000005,1602770053,0,1602708854,1602708854,2020-10-14T20:54:14Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708852828422626,NA,302.81999999999994,1602770053,0,1602708854,1602708854,2020-10-14T20:54:14Z,17,Wed,20
7e1588c754-d4c9ad52-1602708817441519525,NA,302.1200000000008,1602770050,0,1602708851,1602708851,2020-10-14T20:54:11Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708795060102070,NA,300.94000000000005,1602770049,0,1602708850,1602708850,2020-10-14T20:54:10Z,17,Wed,20
7e1588c754-d4c9ad52-1602708700803576535,NA,299.3800000000001,1602770045,0,1602708846,1602708846,2020-10-14T20:54:06Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708843320344397,NA,300.935,1602770043,0,1602708844,1602708844,2020-10-14T20:54:04Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708687549195855,NA,303.27,1602770038,0,1602708839,1602708839,2020-10-14T20:53:59Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708782301079081,NA,300.6600000000001,1602770038,0,1602708839,1602708839,2020-10-14T20:53:59Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708805332157856,NA,298.02,1602770033,0,1602708834,1602708834,2020-10-14T20:53:54Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708807053928243,NA,298.03000000000065,1602770033,0,1602708834,1602708834,2020-10-14T20:53:54Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708829790897101,NA,284.53999999999996,1602770030,0,1602708831,1602708831,2020-10-14T20:53:51Z,17,Wed,20
7e1588c754-d4c9ad52-1602708789945635128,NA,297,1602770025,0,1602708826,1602708826,2020-10-14T20:53:46Z,17,Wed,20
7e1588c754-d4c9ad52-1602708786690116539,NA,301.4499999999998,1602770024,0,1602708825,1602708825,2020-10-14T20:53:45Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708811302489153,NA,322.09999999999945,1602770011,0,1602708812,1602708812,2020-10-14T20:53:32Z,17,Wed,20
7e1588c754-d4c9ad52-1602708803730978852,NA,307.41000000000076,1602770004,0,1602708805,1602708805,2020-10-14T20:53:25Z,17,Wed,20
7e1588c754-d4c9ad52-1602708766416147430,NA,300.44000000000005,1602769997,0,1602708798,1602708798,2020-10-14T20:53:18Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708595391485092,NA,283.14999999999964,1602769985,0,1602708786,1602708786,2020-10-14T20:53:06Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708770754264984,NA,291.1300000000001,1602769971,0,1602708772,1602708772,2020-10-14T20:52:52Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708731364908460,NA,299.71999999999935,1602769962,0,1602708763,1602708763,2020-10-14T20:52:43Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708725333440704,NA,296.4800000000005,1602769946,0,1602708747,1602708747,2020-10-14T20:52:27Z,17,Wed,20
7e1588c754-d4c9ad52-1602708687112376574,NA,302.03,1602769942,0,1602708743,1602708743,2020-10-14T20:52:23Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708713342654116,NA,298.0799999999999,1602769938,0,1602708740,1602708740,2020-10-14T20:52:20Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708727898150649,NA,305.34999999999945,1602769928,0,1602708729,1602708729,2020-10-14T20:52:09Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708684085353266,NA,298.3699999999999,1602769926,0,1602708727,1602708727,2020-10-14T20:52:07Z,17,Wed,20
7e1588c754-d4c9ad52-1602708607366615314,NA,298.8199999999997,1602769924,0,1602708725,1602708725,2020-10-14T20:52:05Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708677927437666,NA,298.6700000000001,1602769919,0,1602708720,1602708720,2020-10-14T20:52:00Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708713026872893,NA,300.90999999999985,1602769913,0,1602708714,1602708714,2020-10-14T20:51:54Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708711441624706,NA,309.1300000000001,1602769911,0,1602708712,1602708712,2020-10-14T20:51:52Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708702089886391,NA,306.46000000000004,1602769902,0,1602708703,1602708703,2020-10-14T20:51:43Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708698955503082,NA,304.03999999999996,1602769899,0,1602708700,1602708700,2020-10-14T20:51:40Z,17,Wed,20
5ec8b25a4d-84aa1a36-1602708686886630807,NA,105.36999999999989,1602769887,0,1602708688,1602708688,2020-10-14T20:51:28Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708623668153194,NA,291.7300000000005,1602769882,0,1602708683,1602708683,2020-10-14T20:51:23Z,17,Wed,20
2dfd3bf3c9-f0c588c9-1602708667488979382,NA,291.8299999999999,1602769867,0,1602708668,1602708668,2020-10-14T20:51:08Z,17,Wed,20
